,target,text,stance,stance_confidence,sarcasm,sarcasm_confidence,sentiment,sentiment
1517,Women empowerment,"مع الثورة المعلوماتية في البيانات الضخمة أصبح تمكين المرأة ليس ضرورياً من الناحية الحقوقية فحسب بل أصبح جزء لا يتجزأ من فرص التنوع الاقتصادي وفتح أسواق جديدة للمساهمة في التنمية المستدامة، ليس فقط في مملكتنا الحبيبة بل في العالم أجمع"". #يوم_المراه_العالمي  #الذكاء_الاصطناعي ",Favor,1.0,No,1.0,Positive,0.818
1518,Digital Transformation, معاه ربنا  طبعا احنا تأخرنا كثيرا في التحول من التعاملات النقدية إلى البنكيه  وده خلق ما يعرف والإقتصاد الموازي.  لكن هذا التحول يجب أن يصاحبه تحولات في مظلات التأمين الصحي والاجتماعي كما يجب أن يسهل الدفع الإلكتروني وتوعية وتثقيف خاصة كبار السن ,Favor,1.0,No,1.0,Positive,1.0
1519,Digital Transformation,ولذلك نتمنى الاهتمام بضرورة التحول الرقمي السريع أسوة بأشقائنا بمجلس التعاون الخليجي و ربط جميع الدوائر الحكومية بميكنة العمل الإلكتروني بعيدا عن البيروقراطية التي لاتخدم أحد بل هي أداة للمتنفذين. #العهد_الجديد #كويت_جديدة #انتخابات_مجلس_الأمة2020,Favor,1.0,No,1.0,Positive,0.7454
1520,Women empowerment, تمكين المرأة بصورته الحالية مخالف لشرع الله تعالى قال ربنا ( وقرن في بيوتكن ) وقال سبحانه ( ولايبدين زينتهن) وقال تعالى ( ولاتبرجن تبرج الجاهلية الاولى ) وعن امرأتي مدين ( لانسقي حتى يصدر الرعاء) فلا يختلطن بالرجال وقال النبي ( اياكم والدخول عل,Against,1.0,No,1.0,Negative,0.7129
1521,Digital Transformation,  الاقتصاد هو الوحيد في التحول التقني اما الباقي كما هم لا تغير. امل منهم التطور والتغيير وموكبة الدول المتحضره,Favor,1.0,No,1.0,Positive,1.0
1522,Digital Transformation, احسنت دكتور ... اصلت الحقيقة .. خصوصت الاخيرة ... اذ للاسف نحن نعتقد ان شراء التكنولوجيا كاف للتطوير في حين ان مشروع التحول الالكتروني يحتاج الى ماهو اكثر من ذلك من تطوير للبشر اولا واخرا,Favor,1.0,No,1.0,Positive,1.0
1523,Digital Transformation,لا شيء يبقى على حاله  لكن التحول التقني جرى بسرعة وفي غفلة مني  كان عليّ أن أحجز مقعداً على متن الطائرة  سأحاول فعل ذلك فيما تبقى من الرحلة  سيكون هذا أفضل من سماع ضحكات أولادي المكتومة وأنا أشتعل غضباً بسبب فشل محاولتي لتنزيل الفيديو على الكمبيوتر. أحمد الحامد,Favor,0.5907,No,1.0,Positive,1.0
1524,Covid Vaccine,أخذت أمي في هذا اليوم الجرعة الثالثة من تطعيم كورونا ولله الحمد. اسأل الله أن يسبغ علينا نعمه وأن يحرسها بعينه التي لا تنام ويشفيها ويعافيها.,Favor,1.0,No,1.0,Positive,1.0
1525,Covid Vaccine,أخذت قبل قليل الجرعة الثالثة من تطعيم كورونا ولله الحمد والمنة. شكراً لوزارة الصحة. سأطعم للانفلونزا بإذن الله لأستقبل الشتاء بصدر رحب.,Favor,1.0,No,1.0,Positive,1.0
1526,Covid Vaccine, الانسان السليم لا يحتاج للدواء لانه غير مريض ولكنه بحاجه للتطعيم ضد الاوبئة للوقايه ولتحصين نفسه حتى لايكون فريسه للوباء اويعاني من مضاعفاته. الاطفال أصحاء ومع ذلك يأخذون كثير من التطعيمات التي انهت امراض قاتله. مأمونيه اللقاحات مثبته ولم يشذ ت,Favor,0.7472,No,1.0,Positive,0.6827
1527,Digital Transformation,   اليوم راجعت احد مراكز الخدمة واكتشفت التحول الالكتروني اللي ذبحونا فيه كله حبر على ورق. اي اجراء صغير مختلف لازم اراجع بنفسي.,Against,0.5926,No,1.0,Negative,1.0
1528,Covid Vaccine,MENTION طيب قبل كورونا كل سنة ناخذ تطعيم ضد الانفلونزا العادية .. الغرض منه انه لو اصبت بالانفلونزا تكون عليك خفيفة و ما تتعب منها   لقاحات ضد كورونا نفس السياق ما تحميك ١٠٠٪ من الفيروس قد ما هو يقلل من اعراض المرض وما تطيح في المستشفى لا سمح الله  بالاخير انت حر في نفسك لكن لا تضر غيرك,Favor,1.0,No,1.0,Neutral,1.0
1529,Covid Vaccine,"""  تلقيت اليوم الجرعة الأولى من اللقاح المضاد لفيروس #كورونا الله ينفع بها يارب والف شكر لحكومتنا الرشيده 🇸🇦  شكرًا #وزارة_الصحه على التنظيم الرائع    وكذالك الشكر موصول لجميع العاملين في مركز تطعيم اللقاح بفندق الهيلتون بمدينة #الرياض",Favor,1.0,No,1.0,Positive,1.0
1530,Covid Vaccine,لم يتبقى من الزمن إلا أقل من شهرين على حرمانك من دخول الأسواق التجارية لمن لم يتلقى الجرعة الثالثة !؟ بفضل الله حصلت على تطعيم كورونا الجرعة الثالثة قبل حوالي أسبوعين و كان الإقبال جيداً لكن هناك الكثيرين الذين يعترضون على هذه الجرعة بناءً على أوهام كنظرية المؤامرة !؟ تطعم تسلم ؟ URL,Favor,1.0,No,1.0,Positive,0.7214
1531,Digital Transformation,هجوم سيبراني إيراني يطفئ الكهرباء على الكيان الصهيوني.  هذا وهم ما صار عندهم تحول الكتروني في الحوكمة وغيرها ومتطورين في أمن المعلومات.  تذكرت ذيك الدولة المستعجلة بزيادة في التحول الالكتروني والحوكمة إلى درجة حطت كل بيانات مواطنينها أون لاين ولا بقى عده خصوصية.,Against,0.7365,No,1.0,Positive,0.6342
1532,Women empowerment,#ظاهره_اجتماعيه_ترغبون_زوالها اهانة الرجل في ظل تمكين المرأة . ,Against,1.0,No,1.0,Negative,0.8316
1533,Women empowerment, تمكين المرأة من وظيفة تعفها عن السؤال و الحاجة ما تمنع شهامة الرجل  وانا في الرسول عليه الصلاة و السلام افضل مثال و زوجه خديجة رضي الله عنها و ارضاها,Favor,1.0,No,1.0,Positive,0.5714
1534,Covid Vaccine,إصابة وجرعتين تطعيم  يعني يا كورونا لا أشوفك قداااامي.,Favor,0.7467,No,0.7119,Neutral,1.0
1535,Covid Vaccine,ماشاءالله صار الوعي اكثر حق تطعيم 👏🏽!  ان شاءالله انرد حياتنا الطبيعه 👏🏽 #كوفيد_19 #تطعيم_كورونا,Favor,1.0,No,1.0,Positive,1.0
1536,Covid Vaccine,عزيزي المواطن .. والمقيم الاستعجال بالتطعيم أمان لك ولاهلك ولمن حولك من البشر. خلونا نخرج من هذه الازمة بدون خسائر ونرجع لحياتنا الطبيعية ونسافر ونرجع بدون قيود. #تطعيم_كورونا,Favor,1.0,No,1.0,Positive,1.0
1537,Digital Transformation,بمناسبة #اليوم_العالمي_للاتصالات_ومجتمع_المعلومات 2022/5/17 يشيد مركز فنار بجهود جهاز تكنولوجيا المعلومات لدوره الكبير في التحول إلى المنظومة الرقمية  والذي تبين جليا خلال جائحة كورونا  ويدعو للتحول الرقمي الكامل لكل مؤسسات الدولة الحكومية والأهلية لنشهد حكومة الكترونية فعّالة.,Favor,1.0,No,1.0,Positive,0.7575
1538,Digital Transformation,بمناسبة #اليوم_العالمي_للاتصالات_ومجتمع_المعلومات 2022/5/17 يدعو مركز فنار المؤسسات الخيرية والتطوعية إلى التحول إلى المنظومة الرقمية وتحويل كل معاملاتها من خلال الأنظمة الآلية   والذي تبين جليا خلال جائحة كورونا  ويدعو للتحول الرقمي الكامل لنشهد معاملات الكترونية فعّالة.,Favor,0.7669,No,1.0,Positive,1.0
1539,Covid Vaccine,التنظيم خيالي ماشاءالله 😍 #تطعيم_كورونا,Favor,1.0,No,1.0,Positive,1.0
1540,Covid Vaccine,الحمدلله اليوم خذيت الجرعه الثانيه 🙏🏻♥️ 🇰🇼  طعمو عشان تشوفون تذكره صجيه بدال كرت التطعيم 😂 #تطعيم_كورونا  شكراً  🙏🏻🇰🇼 ,Favor,1.0,No,1.0,Positive,0.7204
1541,Women empowerment,اليوم الدولي للمرأة هو مناسبة للتفكر بالإنجازات الاجتماعية والاقتصادية والثقافية والسياسية للمرأة. كما انه دعوة إلى التغيير لتعزيز المساواة بين الجنسين وتسريع تمكين المرأة. احتفل معنا اليوم! #يوم_المرأة ,Favor,1.0,No,1.0,Positive,1.0
1542,Digital Transformation, اخالفك الرأي اخ سعيد ومعذرة ؛ لو ان المصرف المركزي قرر الي التحول الالكتروني الشامل لما وجدت هذة الزحمة. ولو ان وزارة الصحة قررت التخفيف عن معاناة الناس ذو الامراض المزمنه واوصلت ادويتهم الى منازلهم مجانا كان افضل كثيرا. ولو تحولت الدوائر الح,Favor,1.0,No,1.0,Positive,0.7721
1544,Covid Vaccine,MENTION MENTION تطعيم كورونا يجب يكون اجباري لانه المرض خطير وفتاك ويهدد حياة الشعب فلازم الاجبار,Favor,1.0,No,1.0,Positive,0.6509
1545,Covid Vaccine,#لا_للتطعيم_الاجباري تطعيم جرعة اولى وثانيه والثالثة في الطريق ولحد الحين مصدقين انه لقاح شيئ غريب #حقيقه,Against,0.7447,No,1.0,Neutral,1.0
1546,Women empowerment,اكذوبة #تمكين_المرأة  ماهي الا فخ لِإبعاد الناس عن دينهم ليسهل ابتلاعهم.,Against,1.0,No,1.0,Negative,1.0
1547,Covid Vaccine,الله يعز الدار 🇧🇭  الحمدالله من اوائل الدول وصلها التطعيم ولا زالت تتصدر من اسرع الدول تطعيم للشعب والمقيمين👏🏽 فخر والله 🤩 #لقاح_كورونا #البحرين ,Favor,1.0,No,1.0,Positive,1.0
